text,confidence,target
The climate is worsening for a debate on global warming: That's why the University of East Anglia's Climate Resear... [link],0.6457,
RT @JulesBeaujolais: Hilarious! Complimenti! RT: @expatina: Baked Alakasa: Sarah Palin's Guide To Global Warming    #tcottv,0.6038,
Hilarious! Complimenti! RT: @expatina: Baked Alakasa: Sarah Palin's Guide To Global Warming    #tcottv,0.7645,
"@Heritage Global Warming, Melting Glaciers and Prohibition  [link]",0.6061,
"Don Blankenship: Mine Safety Regulators ""As Silly as Global Warming"" [link]",0.5904,
Wisconsin's scaled-back global warming bill unveiled | Alternative ... [link],1.0,
@AG_323 ur tweet about #drakeseyebrows causing global warming lol,0.7917,
"Ditch Cardio for Rapid Fat Loss : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip ar... [link]",0.8237,
Nice. RT @Cubachi: Governor Christie will cut all $65 million from NJ's global warming fund [link],0.8039,
The most expensive provisions of the governor's global warming task force remain in the new substitute amendment. [link],1.0,
"Bring Back The Hair That You Once Had With Nanogen's Nanofibers ...: ... Climate Change, clinical trials collagen,... [link]",1.0,
Christie cutting $65 million for global warming prevention: BY TOM HESTER SR. Gov. Chris Christie is taking $65 mi... [link],0.8268,
"Don Blankenship Called Safety Regulators ""as Silly as Global Warming"" [link]",0.598,No
Coal CEO Calls Mine Safety Rules 'As Silly As Global Warming' [link],0.5770000000000001,No
US Senators prepare compromise climate change bill [link],0.6364,
Senators prepare compromise climate change bill | Reuters [link],1.0,
"Street-corner Global-warming Counsel: Urgh, certain elements of this item in Sunday's Washington Post, •À_Five Myths... [link]",0.4167,Yes
"Finding The Right Gifts To Give To Your Wedding Guests : A ...: ... Climate Change, clinical trials collagen, clin... [link]",0.8068,
april showers on us......right now!  feels like winter? Global Warming?,0.6034,Yes
"Sunday Funnies: Stephen Colbert Moderates Global Warming Debate: By Noel Sheppard (Bio | Archive) In fairness, it ... [link]",0.7911,
Comedy Central's Stephen Colbert on Tuesday actually moderated a debate about global warming. [link],0.7955,
"Baby Furniture ? Keeping Baby Safe : A Screaming •À_O•À_: ... Climate Change, clinical trials collagen, clinique, clip... [link]",1.0,
THR: Senators prepare compromise climate change bill - WASHINGTON (Reuters) - Six months after introducing a sweepi... [link],1.0,
"TV weathercasters divided on global warming|More than half believe phenomenon exists, but some say it's a \scam.\ .. [link]",0.8172,
@bloodless_coup There's a link to Luntz' climate change memo here:[link] #p2 #tcot,1.0,
A religious take on climate change [link],0.7989,
"Minnesotans 4 Global Warming threatened with law suit over ""Hide The Decline"" video.Respond with new vid. [link]",1.0,
"TV weathercasters divided on global warming|More than half believe phenomenon exists, but some say it's a \scam.\ .. [link]",1.0,
"Global warming conference set Sunday|Robert Bullard, known as the \Father of Environmental Justice,\ is a .. [link]",0.79,Yes
"Global warming conference set Sunday|Robert Bullard, known as the \Father of Environmental Justice,\ is a .. [link]",0.6151,
"TV weathercasters divided on global warming|More than half believe phenomenon exists, but some say it's a \scam.\ .. [link]",1.0,
Are you ready for the climate change? PLI is with Environmental Regulation & Commercial Implications 2010: How the... http://bit.ly/cYxGvk,0.6671,Y
LIVE TONIGHT: Fellow Heather Rogers joins Climate Change Expert James Hansen to discuss REAL solutions to Climate... http://bit.ly/aT8CgK,1.0,Y
Plan B: California Braces for Climate Change. http://bit.ly/b7w8Rf,0.6809,Y
"Plants effective way of tackling global warming|Washington, Apr 30 : Plant leaves account for less than one per .. http://oohja.com/xc0yn",1.0,Y
"@angiemartinez & it's about 2 be 86 degrees out here in NYC, shiiiiiitttt, fuck glodman/sachs, Obama better get a plan 4 this global warming",0.6759999999999999,Y
"Plants effective way of tackling global warming|Washington, Apr 30 : Plant leaves account for less than one per .. http://oohja.com/xc0tB",1.0,Y
Climate change & sustainability will be a key driver of future economic development. Listen at http://bit.ly/9Uytgl,1.0,Y
Frederic Hague at #PEN: climate change isn't just a alarm bell. It's a whole blinking discotech,1.0,Y
US Generals say: Climate Change Threatens America's Security: The Pentagon has made it well known that it consider... http://bit.ly/aZ754n,1.0,Y
"Even the generals know climate change is going to screw us. http://tinyurl.com/2urnnvo Clean energy bill, anyone? #climate",1.0,Y
"Government Report Says Global Warming May Cause Cancer, Mental Illness http://bit.ly/9Vg5Co",1.0,Y
"RT @disturbedwater: Climate change increases heat waves, floods: EPA http://bit.ly/afoCcp",1.0,Y
RT @sciencedaily: Plants remain an effective way of tackling global warming http://bit.ly/d0O3xa,1.0,Y
"So far in that class I have gotten into ""heated discussion"" with global climate change denier and w/ student that nothing is ""their fault.""",1.0,Y
RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,1.0,Y
EPA Confirms Climate IS Changing: In another display of the sea change that has occurred at the US Environmental P... http://bit.ly/bb2l7d,1.0,Y
"Must See Places Before They Disappear! : Europe...[PICS]: If Global Warming Predictions prove to be true, the foll... http://bit.ly/adUgl4",1.0,Y
RT @quixotecenter: Combating climate change: lessons from the world•À_s indigenous peoples http://tinyurl.com/25eatpb,0.7204,Y
@chrisdodd: I live in CT. Please support the climate bill and strong action on climate change!,0.6395,Y
RT @nicnunes: RT @EPSclimate: Indigenous tradition used to fight climate change http://bit.ly/76tX5h,0.653,Y
"RT @danlatorre: James Hansen/Heather Rogers, Green Gone Wrong: False Hope & Real Solutions to Climate Change - 7pm 4/30 http://bit.ly/djxvhd",0.65,Y
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://bit.ly/cEX69x",1.0,Y
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://bit.ly/cEX69x",1.0,Y
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://goo.gl/fb/ZnfEn #cleantech",0.6222,Y
"Climate change melts two glaciers|BILLINGS, Mont. ? Glacier National Park has lost two more of its namesake .. http://oohja.com/xaAdm",1.0,Y
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://url4.eu/31XMX",0.6337,Y
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://url4.eu/31XMi",1.0,Y
CLIMATE CHANGE: Forests Not for Absorbing Carbon http://bit.ly/bRHMYi,1.0,Y
"RT @danielsaudade: What beautiful fall weather this morning, New York! Thanks climate change! Bleh!",0.3346,
"What beautiful fall weather this morning, New York! Thanks climate change! Bleh!",0.6349,
"Climate Change Threatens Japan's Cherry Blossoms | Environment ...: If you aren't familiar with the culture, Japan... http://bit.ly/9MPGhy",1.0,Y
Wed @sciam podcast: Mountain Vs. Valley Temps Stretch Apart With Climate Change http://bit.ly/aVW0AT,1.0,Y
Mountain Vs. Valley Temps Stretch Apart With Climate Change http://bit.ly/9bDfVR,1.0,Y
"CLIMATE CHANGE: Forests Not for Absorbing Carbon, Say Activists http://bit.ly/bRHMYi IPSAmazon",1.0,Y
"Global warming report urges governments to act|BRUSSELS, Belgium (AP) - The world faces increased hunger and .. http://oohja.com/xbQhb",0.8851,Y
Arctic rain in April 'is sign of global warming'|The Canadian Arctic has been hit by rain in a sign that the .. http://oohja.com/xbPDv,1.0,Y
Arctic rain in April 'is sign of global warming'|The Canadian Arctic has been hit by rain in a sign that the .. http://oohja.com/xbPyL,1.0,Y
RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,1.0,Y
"Microbes Contribute Less to Global Warming|New Haven, Conn. .. http://oohja.com/xbO0z",1.0,Y
"Microbes Contribute Less to Global Warming|New Haven, Conn. .. http://oohja.com/xbNVU",0.6426,Y
South Asian nations to fight climate change: Foreign ministers of eight South Asian nations met in this secluded H... http://bit.ly/cE3hoX,1.0,Y
"Climate change increases heat waves, floods|WASHINGTON (Reuters) - Deaths from heat waves, property damage from .. http://oohja.com/xbNDn",1.0,Y
James Hansen & Heather Rogers - Green Gone Wrong: False Hope & Real Solutions to Climate Change - 7pm 4/30 @Demos_Org http://bit.ly/djxvhd,0.6153,Y
I LOVE FROG's LEAP!!!! Seriously. RT @grist: What climate change means for the wine industry (via @theclimatedesk) http://bit.ly/9I4FGp,1.0,Y
Report: Save the Whales and They'll Save Us from Global Warming http://tinyurl.com/3y6j4cj,1.0,Y
RT @indiaenvportal: The contribution of organic agriculture to climate change mitigation http://www.environmentportal.in/node/304091,1.0,Y
Arctic Beauty in Black and White: Alaska Before the Effects of Global Warming [Slide Show]:  Toward the end of Wor... http://bit.ly/a22gQ2,0.7301,Y
"#EPA report documents ""very real"" impacts from #climate change in 22 of 24 indicators studied: http://ht.ly/1DN9o #energy /via @matt_weiser",0.6795,Y
RT @carbonmarket: Ask the G8 & G20 to support #biochar. Fight climate change & food shortage! Check this HuffPo post: http://huff.to/d0Ejgu,1.0,Y
RT @christellar: Whale DooDoo could help fight #climate change? Sure! Why not!? http://bit.ly/9jWcCB [via @Earth_News],1.0,Y
Global warming science good news - Soils release less carbon than though as world warms: http://bit.ly/bM3We6,0.6233,Y
"So it*s April 27th, Phoenix has 90•_Á weather & it might snow in New York today.. Hmmmm.. Global warming MUCH !",0.6923,Y
"Higher temperature, sea level due to global warming|KUALA LUMPUR: Malaysia's average temperature has risen by 1.1 .. http://oohja.com/xbKOm",0.6585,Y
"Higher temperature, sea level due to global warming|KUALA LUMPUR: Malaysia's average temperature has risen by 1.1 .. http://oohja.com/xbKLB",1.0,Y
West Mediterranean countries unite on climate change (AFP) http://nxy.in/jiyiz,0.6984,Y
Cleaner Air Could Speed Global Warming|Hugh Pickens writes \Scientists estimate that the US Clean Air Act has cut .. http://oohja.com/xbK49,1.0,Y
"3,000 Businesses Create New Ad for Climate Change Action http://bit.ly/9KFTB6",0.6278,Y
"Person #1:""Snow, then 65 degrees on the same day? Weather doesn't even surprise me anymore."" Person #2:""That's why global warming will win.""",1.0,Y
Just heard an interesting report on report on understanding climate change/climate variability influence on human evolution and dispersal,1.0,Y
RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,1.0,Y
RT @jerryjamesstone: Alaska Before the Effects of Global Warming [pics]: http://digg.com/d31PUXt?t,1.0,Y
New blog post: Mandating energy benchmarking: The next step for cities in addressing #climate change? http://bit.ly/8Zztmt,0.6533,Y
RealDocWatson on global warming: Go to Antarctica and stake a claim now! It will be like Florida in a few years!,1.0,Y
How much trouble does global warming mean for agriculture? Just ask the wine industry. http://theclimatedesk.org/articles/grapes-wrath,1.0,Y
Arctic Beauty in Black and White: Alaska Before the Effects of Global Warming [Slide Show] http://bit.ly/aJHKwp,1.0,Y
"Climate Change: From Paris to the Alps, European Places in Peril (photos) http://bit.ly/cjYBQp",1.0,Y
How Climate Change Will Change The Electoral Map: The National Oceanic and Atmospheric Administration isn't known ... http://bit.ly/buHIW1,0.6722,Y
"M Report: Cleaner Air Could Actually Intensify Global Warming: As much of the world marked Earth Day this past week, the Environmental...",1.0,Y
RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,1.0,Y
"Global warming is a threat, after all|Tim Blair rounds up the latest news from the wild frontiers of global .. http://oohja.com/xbD6G",1.0,Y
Kuna Indians Prepare For Relocation As Traditional Homes Sink Due To Climate Change http://bit.ly/cEs5qN by @indigenousissue,1.0,Y
"How Global Warming Is Killing California's Wine Buzz: Dr. Kimberley Cahill presented on ""Climate Change in Califor... http://bit.ly/aocBUG",1.0,Y
RT @uncajoe: uncajoe: PLZ RT & #Digg Climate Of Hate: The Politics Of Climate Change Denial: As H... http://bit.ly/cgBtsy ( #p2 #du1 #pgn ),0.6507,Y
"GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. http://oohja.com/xbBeK",1.0,Y
"GLOBAL WARMING: Ocean chemistry is changing faster than it has in 800,000 years|And that's because of the carbon .. http://oohja.com/xbBaT",1.0,Y
Good going douche. I'm sure there is no climate change in your backass world - Graham move imperils Obama agenda - http://goo.gl/qiDM,0.4722,N
Ski resorts fight global warming|SALT LAKE CITY (AP) ? Ski resorts across the U.S. are using this Thanksgiving .. http://oohja.com/xbycu,1.0,Y
Ski resorts fight global warming|SALT LAKE CITY (AP) ? Ski resorts across the U.S. are using this Thanksgiving .. http://oohja.com/xby9R,0.6618,Y
"Bats, Birds and Lizards Can Fight Climate Change By Eating Insects: Birds, bats and lizards may play an important... http://huff.to/9a6b7C",0.7424,Y
RT @indiaenvportal: Make IT green: cloud computing and its contribution to climate change  http://www.environmentportal.in/node/302549,1.0,Y
RT @HeidiAmes: Climate change favors invasive species over indigenous ones. 30% of plants Thoreau saw are now extinct. http://j.mp/bbjysn,1.0,Y
scary RT @ClimateProject Climate change altering U.S. seasons: Spring 10 days early: http://ow.ly/1BphQ #climate,1.0,Y
RT @thompsonPLC @boliviaun Pres Evo Morales in @LATimes climate change:lessons from indigenous peoples http://is.gd/bF60T #cochabamba #cmpcc,0.6809,
RT @Newsweek: Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,0.8077,Y
MediaGlobal report on special Tipping Point Earth Day event: Science and art mobilize to fight climate change http://shar.es/m7N1X,1.0,Y
"a review of yesterday's discussions: http://bit.ly/a7YnV2 Science and art mobilize to fight climate change, by Rebekah Mintzer",1.0,Y
Global Warming Kills Forests In Colorado http://bit.ly/coOWIt,1.0,Y
Combating climate change: lessons from the world's indigenous peoples: When I arrived at the United Nations climat... http://bit.ly/aYcViw,1.0,Y
Africa: Meteorology Services Gear Up for Climate Change: On the continent most vulnerable to climate c... http://tinyurl.com/zbt3ep #Africa,0.6588,
GECKO 10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention ... http://kin6q.tk GECKO,1.0,Y
"China: The Key To Fixing Global Warming|With rapid expansion comes sizable environmental impact, so the world's .. http://oohja.com/xbr8g",0.7058,Y
"China: The Key To Fixing Global Warming|With rapid expansion comes sizable environmental impact, so the world's .. http://oohja.com/xbr3M",1.0,Y
Now on PBS: Going Green New York: Examining how New Yorkers are confronting climate change Check local listings http://ow.ly/1BvA8,0.6421,Y
Official NASA Report: Sun Causes Climate Change:  http://bit.ly/csJwrh (FTSN Social),0.6749,Y
RT @TreeHugger RT @huffpostgreen well this is just crazy: Coal CEO Calls Mine Safety Rules 'As Silly As Global Warming' http://bit.ly/aJTn26,0.6464,N
RT @sciam: Impacts of Climate Change Extend to Human Health http://bit.ly/aZbBoW,0.6716,Y
Impacts of Climate Change Extend to Human Health http://bit.ly/aZbBoW,0.8067,Y
The good news about the very bad news (about climate change) by Rebecca Solnit http://bit.ly/cUKQVi,1.0,Y
Alpha Phi Alpha Takes on Climate Change and Energy Efficiency - http://bit.ly/cz4Wzk #climate,0.6835,
GECKO 10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention ... http://qd6yo.tk GECKO,0.6906,Y
"Natural variability does not explain global warming, climate scientists tell popular TV meteorologist http://bit.ly/9UUCej #climate #agw",0.6854,Y
Rebecca Solnit: 350 Degrees of Inseparability: The Good News About the Very Bad News (About Climate Change) http://bit.ly/9dOTC6,0.6928,Y
"Watch video: Climate change threatens sacred Tibetan mountain, including land known as Shangri-La http://bit.ly/aN1srk #earthday",1.0,Y
African Meteorology Services Gear Up for Climate Change. (america.gov) #IRI http://bit.ly/aakK70,0.7066,Y
Economists Say Climate Change Is Bad For Economy http://ow.ly/1BQTj #earthday,1.0,Y
Economists Say Climate Change Is Bad For Economy http://ow.ly/1BQG2 #earthday,0.6867,Y
Report: Allergy Season to Get Worse with Climate Change (Time.com) http://nxy.in/k9oox,1.0,Y
Don•À_t Kill Bill •À_ Save the Climate Change Accountability Act! http://trim.li/nk/1GB8 via @WiretapMagazine,1.0,Y
RT @Oxfam #Climate change makes farmers & pastoralists in #Ethiopia increasingly vulnerable http://bit.ly/alhpwN #earthday,1.0,Y
"Denis Hayes, founder of Earth Day, compares global climate change to Irish Famine (IrishCentral) News Weather Politics http://bit.ly/9XCuA1",1.0,Y
RT @Oxfam: #Climate change makes farmers & pastoralists in #Ethiopia increasingly vulnerable http://bit.ly/alhpwN #earthday,0.6647,Y
"ITS #EARTHDAY!!! Be aware of what you consume, waste, & how you treat this place. we only have 1 & as we can see global warming is in effect",1.0,Y
Earth Day: Ben Verwaayen on what we're doing to curb climate change http://bit.ly/a3hgA3 #Green #EarthDay (via @Alcatel_Lucent),0.6901,Y
HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report http://bit.ly/btYoHc,1.0,Y
HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report http://bit.ly/btYoHc,1.0,Y
HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report http://url4.eu/2r22O,1.0,Y
HEALTH: U.S. and other industrial nations already feel impacts of climate change -- report http://url4.eu/2r22Y,1.0,Y
GECKO 10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention ... http://5vj09.tk GECKO,1.0,Y
10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention biofuel... http://bit.ly/a3CGvV,0.6691,Y
Climate change could raise cost of U.S. allergies (Reuters) http://nxy.in/412x6,1.0,Y
Treating Climate Change as a Curable Disease: Bioethicists and international law experts met in Asilomar later las... http://bit.ly/bIA0k6,0.6537,
Treating Climate Change as a Curable Disease: Bioethicists and international law experts met in Asilomar later las... http://bit.ly/bIA0k6,1.0,Y
well this is just crazy: Coal CEO Calls Mine Safety Rules 'As Silly As Global Warming' http://bit.ly/aJTn26,0.674,Y
Military leads fight against climate change http://z3igz.tk EnvNewsNet,1.0,Y
"Military leads fight against climate change: The U.S. military, the government's largest fuel buyer, is leading th... http://bit.ly/cGv0Fi",0.669,Y
10 first steps to greener living: It all seems so daunting: Climate change. Carbon credits. Not to mention biofuel... http://bit.ly/doKgfh,0.6577,Y
Swedish expert says CO2 is not the main cause of global warming|Swedish climate expert Dr. Fred Goldberg has said .. http://oohja.com/xbo5q,0.6734,Y
Fighting poverty and global warming in Africa http://goo.gl/fb/Shq49 #energy,0.878,Y
RT @greenforyou: Treating Climate Change as a Curable Disease | Wired Science | Wired.com #green http://bit.ly/bPm7kx #ESG #sustainability,0.8292,Y
http://bit.ly/azDu0 It's time to tackle climate change through wind energy http://bit.ly/cCB87D,1.0,Y
Thursday on PBS: Going Green New York: Examining how New Yorkers are confronting climate change Check local listings http://ow.ly/1BvA8,0.7177,Y
"UN •À_ Only Global Cooperation Can Prevent Runaway Climate Change, Secretary •À_: The United Nations seeks dialogue, i... http://bit.ly/9sLEvH",1.0,Y
Carbon offsets: How a Vatican forest failed to reduce global warming http://bit.ly/aKb76i,0.687,
Carbon offsets: How a Vatican forest failed to reduce global warming http://bit.ly/aKb76i,0.8009999999999999,Y
"rt @democracy_now ""Most Important Event in Struggle Against Climate Change"" - Nigerian Environmentalist Nnimmo Bassey http://bit.ly/beV0W0",1.0,Y
Military leads fight against climate change: Pew http://ff.im/-jeG3f,0.348,N
Report identifies 11 diseases & health issues affctd by climate change. Once u inclde mental health evrything's @ stake http://bit.ly/apYoIc,1.0,Y
For Earth Day: Resources on coping with climate change: http://tinyurl.com/2cck5xd,1.0,Y
Ocean Saltiness Shows Global Warming Is Intensifying Our Water Cycle http://bit.ly/bJsszY,1.0,Y
Ocean Saltiness Shows Global Warming Is Intensifying Our Water Cycle http://bit.ly/bJsszY,1.0,Y
"Fedele Bauccio: Combating Climate Change One Meal at a Time: This week, Americans will celebrate the 40th anniver... http://huff.to/9W7JPn",1.0,Y
"RT @egeemnz @mrdannyglover i support world people's conf on climate change in cochabamba,bolivia.watch live http://cmpcc.org",1.0,Y
Barrett: better to have lots of small protocols on climate change than pushing for one comprehensive one,1.0,Y
Topography of mountains could complicate rates of global warming http://bit.ly/cA5Bom,1.0,Y
"RT @mrdannyglover i support the world people's conference on climate change in cochabamba, bolivia. watch live now at http://cmpcc.org",0.6295,Y
"Many global issues require universal co-operation to address e.g. smallpox, ozone layer, climate change",0.6829,Y
"RT @hereisawayjose Bolivia President on Global Warming http://su.pr/2YY1Lc ""Main cause of Earth destruction is capitalism"" #Green #EarthDay",1.0,Y
RT @indiawater: Boiling Point: Containing the spill over of climate change in the Indian subcontinent - A•À_ http://goo.gl/fb/GITQV,0.5092,
"No link now between Eyjafjallaj•__kull and climate change, but a warming world could trigger earthquakes, landslides... http://bit.ly/93Mj9D",0.6597,
URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change http://goo.gl/fb/zOgmE #cleantech,1.0,Y
URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change http://url4.eu/2pBxm,0.7034,Y
URUGUAY: Tools Needed for Those Most Vulnerable to Climate Change http://url4.eu/2pBxr,0.8856,Y
Carbon offsets: How a Vatican forest failed to reduce global warming http://url4.eu/2pAAi,1.0,Y
Carbon offsets: How a Vatican forest failed to reduce global warming http://url4.eu/2pAAt,1.0,Y
Ethiopia: Climate Change Increasing Poverty And Vulnerability http://bit.ly/9Vlo8s #africa #solar,1.0,Y
Ethiopia: Climate Change Increasing Poverty And Vulnerability: Small-scale farmers and pastoralists i... http://tinyurl.com/yystbl4 #Africa,1.0,Y
"RT @democracy_now: ""The Most Important Event in the Struggle Against Climate Change"" - Nigerian Environmentalist Nnimmo Bassey on •À_ http://bit.ly/beV0W0",0.6301,Y
"""The Most Important Event in the Struggle Against Climate Change"" - Nigerian Environmentalist Nnimmo Bassey on •À_ http://bit.ly/beV0W0",0.6486,Y
RT @sejorg: RT @JaymiHeimbuch: Ocean Saltiness Shows Global Warming Is Intensifying Our Water Cycle http://bit.ly/bKlU4H,0.9272,Y
RT @energysection: Backgrounder: China's major policies to tackle climate change since year 2000.. http://bit.ly/bTZpff #chinagreen,0.6714,Y
"UW biologist links early blooms to global warming|Associated Press - April 21, 2010 6:15 AM ET STEVENS POINT, .. http://oohja.com/xbiVi",1.0,Y
"UW biologist links early blooms to global warming|Associated Press - April 21, 2010 6:15 AM ET STEVENS POINT, .. http://oohja.com/xbiRQ",1.0,Y
Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. http://oohja.com/xbhWq,0.9241,Y
Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. http://oohja.com/xbhVZ,1.0,Y
Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. http://oohja.com/xbhRx,1.0,Y
Will Global Warming Make Iceland's Volcanoes Angry?|Melting glaciers around the world could trigger a global .. http://oohja.com/xbhkY,1.0,Y
Will Global Warming Make Iceland's Volcanoes Angry?|Melting glaciers around the world could trigger a global .. http://oohja.com/xbhgq,1.0,Y
"Climate Change: Could NYC Get Katrina-Like Flood in a Warmer, Wetter Future? - Sea Level Rise of 2 Feet in 70yrs http://twurl.nl/kuge4f",0.6821,Y
Climate Change: Geologists Drill Into Antarctica & Find Troubling Signs 4 Ice Sheets' Future •À_  Melt Could Come FAST http://twurl.nl/ioewyh,1.0,Y
"""Either Capitalism dies or Mother Earth does"" Evo Morales Claims in the People's World Conference on Climate Change http://bit.ly/9LXgOj",0.6765,
RT @rubberstamprosk: RT @MotherJones: Yet another gift from global warming: increased allergy attacks http://bit.ly/9o8F9y #p2 ||@JoyVBehar,0.7242,Y
Africa: Time Bomb Awaiting Africa: THERE is no doubt that climate change as an environmental issue ha... http://tinyurl.com/y3z9q2k #Africa,1.0,Y
Buying carbon offsets may ease eco-guilt but not global warming: http://j.mp/necir http://www.csmonitor.com/carbonoffsets http://j.mp/aonX07,1.0,Y
"RT @Qorianka: All Eyes on #Cochabamba Those alrdy suffering from global warming 'll havechancetospeakout"" http://is.gd/bwrfQ #cmpcc",1.0,Y
"RT @EcoSteward: This #EcoMonday, @InvasiveNotes discussion of climate change and invasive species recommended: http://bit.ly/a0re9B",1.0,Y
Migratory Birds' New Climate Change Strategy: Stay Home http://shar.es/mvU8M KB: More proof global warming is 4 the birds. Not. #eco #green,0.5092,N
On ocean floor populations of organisms despite little oxygen. global warming cause oxygen depletion&reduce biodiversityhttp://bit.ly/b7NUDJ,1.0,Y
Join us for a discussion on Earth Day 4/22: Climate Change & Food Security - Irreversible Destiny? http://bit.ly/8XvRNS (also live webcast!),0.6422,Y
RT @NWF: New York City's new waterfront plan will take climate change into consideration: http://bit.ly/9ASqdR,1.0,Y
Pat Mooney on the Dangers of Geoengineering and Manipulating the Planet to Combat Climate Change http://bit.ly/b93A5l,1.0,Y
Seasonal Allergies Getting Worse From Climate Change http://url4.eu/2mhrI,1.0,Y
"Just because I believe in global warming, peeps thinks I should believe in god instead. Why??",1.0,Y
Seasonal Allergies Getting Worse From Climate Change http://bit.ly/cy7Jc8,1.0,Y
Seasonal Allergies Getting Worse From Climate Change http://bit.ly/cy7Jc8,1.0,Y
@Zener39 I advise everyone who thinks global warming is dead to buy oceanfront property and live there.  See ya!,1.0,Y
"Global Warming, Melting Ice Caps Could Help Trigger More Volcanic Eruptions http://bit.ly/aUBHb3",1.0,Y
"Mary Ellen Harte and John Harte: Addressing Climate Change: Winning the War on Sustainability: At its heart, clim... http://huff.to/cI7Rik",0.6421,Y
RT @Drudge_Report: STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... http://drudge.tw/cYgyix,0.501,Y
"Increasingly, corporations are concluding climate change is real. Betting on Climate Change | Wired.com http://j.mp/aaUM2W",1.0,Y
"Right on! Richard Branson's #EarthDay message 2 biz ""Get ur house in order.Fight global warming!#green #eco http://bit.ly/aqJi4L -Plez RT",1.0,Y
[#Meat-Wise]  Cynthia Bateman on Meat-Wise Monday: How Animal Agriculture Makes Global Warming Worse http://bit.ly/9c04zs,1.0,Y
"Global Warming, Melting Ice Caps Could Help Trigger More Volcanic Eruptions http://bit.ly/aUBHb3",0.7045,Y
STATE DEPT. DECLARES:   'Global warming unequivocal and primarily human-induced'... http://bit.ly/adhL7L #breaking,1.0,Y
"Global warming, melting ice caps could trigger more volcanic eruptions: http://bit.ly/b4JVwb",1.0,Y
@LilFerret hey! We came up with all kinds of ideas for fixing global warming! Loved my Environmentalism class. *sighs*,1.0,Y
An Overview of the Green Car Revolution | Going Green: The increasing awareness about the threat of global warming... http://bit.ly/doQ3i5,1.0,Y
Southern Africa: Competing for Limpopo Water: Climate change will bring higher temperatures to Southe... http://tinyurl.com/y7q29uk #Africa,0.9234,Y
"2nd eruption of Hekla in Iceland. Let's call 2010, the year the Earth struck back. ""This is for global warming and THIS is for oil spills!""",1.0,Y
RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) http://bit.ly/b8aJbG,1.0,Y
"RT @EpiscopalRelief: Bishop Lane, #Episcopal Dio of #Maine: Climate change most important issue of our time - #Bangor Daily Nws http://bit.ly/cwy6b3 via @addthis",1.0,Y
RT @TreeHugger: In case you were wondering: What Impact Will The Volcano In Iceland Have On Climate Change? http://bit.ly/dlvKNq,0.6769,Y
"Cool it, global warming is bad enough without you heating things up.|In the interest of honest discussion, can we .. http://oohja.com/xb9Ck",1.0,Y
RT @InvasiveNotes: RT @RareWildlifeGuy: Climate change: Migration patterns have changed for 20 billion birds:   http://bit.ly/byeIQM,0.7239,Y
RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) http://bit.ly/b8aJbG,0.6708,Y
Volcanic ash cloud: Global warming may trigger more volcanoes|Climate change could spark more ''hazardous'' .. http://oohja.com/xb8ws,1.0,Y
Volcanic ash cloud: Global warming may trigger more volcanoes|Climate change could spark more ''hazardous'' .. http://oohja.com/xb8s2,1.0,Y
Just briefed on global cooling & volcanoes via @abc But I wonder ... if it gets to the stratosphere can it slow/improve global warming??,0.6561,Y
Climate Change-ing your Allergies http://bit.ly/d3bTo0 (NRDC),1.0,Y
RT @Newsweek: Climate Change: Places To See Before They Disappear•À_The Americas (Photos) http://bit.ly/b8aJbG,1.0,Y
"Obama says China can't 'wait' on climate change: Sydney (AFP) April 15, 2010 - US President Barack Obama on Thursd... http://bit.ly/cbVER7",0.6926,Y
